,company,country,description,location,review,salary,star,title
9,Classy Wheeler,Hong Kong,"Apache, Tomcat, Weblogic, Oracle SOA Suite, Oracle Data Integration Suite would be an advantage /Database:. Leading telecom and IT solutions provider....","Tsing Yi, New Territories",,,,Analyst Programmer (Java)
3,Global Executive Consultants,Hong Kong,"Experience in designing and implementing Big Data Environment and solution with Hadoop. Our client, a Leading Consumer Bank, is looking for high-caliber person...",Hong Kong,,,,Project Manager / Senior System Analyst / System Analyst - Bank (Ref. No. : 21962)
4,S.F. Express (Hong Kong) Limited,Hong Kong,"Candidate with less experience will be considered as Financial Analyst. Support the Finance Manager on ad hoc projects, review the financial data and prepare...",Hong Kong,,,,Financial Analyst / Assistant Manager / Manager (Financial Planning & Analysis)
6,Macroview Telecom Limited,Hong Kong,"Candidates with less experience will be considered as Analyst Programmer or Programmer. As an Senior Analyst Programmer, you will make a technical contribution...",Hong Kong,,,,"Senior Analyst Programmer (Java, Web)"
7,Seamatch Asia,Hong Kong,Business Analyst /Project Engineer / Trainee. Network or Cloud / Linux or middleware /database or operating data center)?...,Hong Kong,,,,PM/System Analyst & Programmer / System or Network or Security Engineer / Business Analyst/Trainee
8,Seamatch Asia,Hong Kong,For Project Manager / (Senior) System Analyst / Analyst Programmer / Web developer / Junior Programmer / Trainee responsible for programming task in the whole...,Hong Kong,,,,Manager/System Analyst/Programmer /System or Network or Security Engineer/ Business Analyst
9,HSBC,Hong Kong,"Proven business analyst skills requirements gathering, process design, project management. Personal data held by the Bank relating to employment applications...","Central, Hong Kong Island",8322,,51.0,Senior Financial Crime Compliance Manager Global Banking and Markets - Financial Crime Risk
1,Ambition,Hong Kong,"Data provided is for recruitment purposes only. Business / Pricing Analyst, 6-8 years' experience, FMCG MNC....","Yau Tsim Mong, Kowloon",7,,51.0,"Business / Pricing Analyst, 6-8 years' experience, FMCG MNC"
2,HSBC,Hong Kong,Own data engineering. A senior data scientist with 12+ years' of experience managing large scale projects in the Financial Services Industry....,"Mong Kok, Kowloon",8322,,51.0,Senior Project Manager (Advanced Analytics and Machine Learning) - Hang Seng Bank (HK)
3,Ambition,Hong Kong,"Credit Risk Analyst /Assistant Manager, International Bank. Banking & Financial Services....","Admiralty, Hong Kong Island",7,,51.0,"Credit Risk Analyst /Assistant Manager, International Bank"
4,Goldman Sachs,Hong Kong,"We also provide customized analysis and large data feeds to clients. Conduct in depth analysis and interpret market events, data and trends....",Hong Kong,922,,51.6,"Global Investment Research, Equity Research, Tactical Research Group, Associate/VP, Hong Kong"
5,BAH Partners,Hong Kong,"Have experience with Big Data, including data staging, curating, and cleaning data. Have experience with Big Data....",Hong Kong,,,,Quant Researchers / Data Scientists / Programmers (Data) – Derivatives Quant Research Hedge Fund – Hong Kong
6,The Bank of Tokyo-Mitsubishi UFJ Limited,Hong Kong,Data held by us relating to employment applications will be kept confidential and will only be used for processing applications....,Hong Kong,,,,Technical Analyst/ IT Intrastructure Support (Senior Officer/ Officer) - EDPO
7,IT Solutions Ltd.,Hong Kong,Personal data collected will be used for recruitment purposes only. IT Solutions Ltd....,Hong Kong,,,,Derivatives related Projects: IT Business Analyst & Senior Business Analyst - Major Bank
8,Deloitte,Hong Kong,Conduct relevant trend analytics relating to pipeline data. Conduct relevant data analytics on financial and operational metrics....,"Southern, Hong Kong Island",5330,,51.0,Operations Analyst/ Senior Consultant – Financial Services Industry – Risk Advisory – Hong Kong
9,BAH Partners,Hong Kong,Senior Data Scientist. Senior Domain Data Scientist. Business Analyst for cash electronic trading system development @ a leading brokerage house....,Hong Kong,,,,Weekly Role Summary - Financial Technology Roles (Week closes on 13 Oct 2017)
0,IT Solutions Ltd.,Hong Kong,Personal data collected will be used for recruitment purposes only. We are searching on behalf of a major bank for a number of high-calibre System Analysts...,Hong Kong,,,,Bank JAVA Analyst Programmers / System Analysts (Payment & Settlement) - Major Bank
1,Koofy Development,Hong Kong,Data Analyst/ Assistant Data Analyst*. Conduct data mining and data research for operation and marketing usage; Big data analysis for knowledge research;...,"Sha Tin, New Territories",,,,Data Analyst / Assistant Data Analyst
2,Oction Ltd.,Hong Kong,Proven working experience as a data analyst or business data analyst. Acquire data from primary or secondary data sources and maintain databases/data systems....,Kowloon,,"$20,000 - $32,000 a month",,Data Analyst
3,Doric Capital,Hong Kong,Programmer / Data analyst*. Interest in machine learning and big data concept; Develop solutions to improve various data analytic tasks using software...,"Central, Hong Kong Island",,,,Programmer / Data analyst
4,KEK Consultancy Company Limited,Hong Kong,"Senior/ Customer Data Analyst (SAS)*. Enjoy working with data. Assistant/ Business Process Analyst (Excel, VBA)*....",Hong Kong,,"$12,000 - $25,000 a month",,"Customer Data Analyst (SAS) / Business Analyst (Excel, VBA) - Ref. 211"
5,JPC TEXSON LTD,Hong Kong,International external telecommunication service provider with SBO license providing top quality communication services to corporate clients services including...,Hong Kong,,,,IT SYSTEM ANALYST/Senior System Analyst - international telecom service/5 days work
6,Seamatch Asia,Hong Kong,"For Network Analyst (Many) (Banking / Finance / Government projects need) for user requirement collection, business analysis, project management and UAT Support...",Hong Kong,,,,"Senior System Engineer, Security Specialist, Network Analyst, IT Support, Helpdesk"
7,China Citic Bank International,Hong Kong,Exposure in data warehousing application is preferred. Candidates with less experience will be considered as Analyst Programmer....,Hong Kong,2,,51.0,Analyst Programmer / System Analyst / Senior System Analyst (1 Year Contract)
8,China Citic Bank International,Hong Kong,Knowledge in data modeling and data warehouse is preferred. Candidates with less experience will be considered as Analyst Programmer....,Hong Kong,2,,51.0,Analyst Programmer / Senior Analyst Programmer / System Analyst (1 Year Contract)
0,IT Solutions Ltd.,Hong Kong,Personal data collected will be used for recruitment purposes only. We are searching for a number of high-calibre Senior System Analysts / System Analysts /...,Hong Kong,,,,Major Bank J2EE Senior System Analysts / SA / Analyst Programmers - Private Banking
1,Job Express Recruitment Agency Ltd,Hong Kong,Analyst Programmer or Programmer(Android). Analyst Programmer / Programmer x 5. Personal data collected will be used for recruitment purposes only....,"Kwun Tong, Kowloon",,,,Senior IT Engineer x1/Senior Network Engineer /IT Support x 7 /On-site Helpdesk Staff /Analyst Programmer /Programmer
2,United Asia Finance 亞洲聯合財務,Hong Kong,Report to Head of Business Intelligence and promote fact-based data-driven culture across whole company by utilizing internal/ external data and extracted...,Hong Kong,,,,Business Intelligence Analyst
3,Noah International (Hong Kong) Limited,Hong Kong,Perform research and analyze deal related data by using various analytical tools and external databases. Data held by Noah International (Hong Kong) Limited...,Hong Kong,,,,"Senior Analyst / Assistant Manager, Private Market Investment"
4,Golden Dynamic Enterprises Limited,Hong Kong,We are looking for Analyst Programmer with enthusiasm to participate in design and code our next generation ticketing solution and involved in key large-scale...,Hong Kong,,,,Analyst Programmer (Java)
5,Black Swan Group,Hong Kong,Experience interpreting and analysing a large volume of information or data and providing a succinct summary for management....,Hong Kong,,,,Senior Research Compliance Manager
6,Hutchison Telecommunications (Hong Kong) Limited,Hong Kong,"Personal data provided by job applicants will be used strictly according to our Personal Information Collection Statement, a copy of which will be available...",Hong Kong,,,,Analyst Programmer / Programmer (Java)
7,Guotai Junan (Hong Kong) Limited,Hong Kong,Analyst level) are encouraged to apply (1 to 3 years of working experience). Perform risk assessment on ECM or capital market transaction proposals and make...,Hong Kong,,,,"Risk Manager, ECM and Counterparty"
8,Hutchison Telecommunications (Hong Kong) Limited,Hong Kong,"Personal data provided by job applicants will be used strictly according to our Personal Information Collection Statement, a copy of which will be available...",Hong Kong,,,,Analyst Programmer - Java Web Applications
9,SilverStrand Executive Search Limited,Hong Kong,"The Risk Manager will be responsible for tracking performance and risk drivers across business units and trading strategies, maintaining market data quality and...",Hong Kong,,,,Risk Manager
6,Galton Voysey,Hong Kong,Interpret data and analyze results from multiple data sources. We are seeking a proactive and highly-driven Data Analyst with a passion for numbers and problem...,Kowloon,,,,Data Analyst
9,Global Executive Consultants,Hong Kong,"Strong technical knowledge in case management and business process related system implementation, web-based solutions, document management systems, and data...",Hong Kong,,,,Senior Business System Analyst (Ref. No.: 21988)
0,ELM Computer Technologies Limited,Hong Kong,All personal data supplied will be destroyed within six months after the selection process. Minimum 5 years relevant working experience with at least 3 years in...,Hong Kong,,,,"System Analyst-ESD201-CT (2 posts, Java and .NET)"
1,IT Solutions Ltd.,Hong Kong,"Personal data collected will be used for recruitment purposes only. We are searching for a number of high-calibre Senior System Analysts, System Analysts,...",Hong Kong,,,,JAVA Internet Banking - Senior System Analysts/ SA / AP (Major Bank)
2,Seamatch Asia,Hong Kong,"Project Officer / Business Analyst / Project Trainee. Perform analysis, investigation, and preventive tests on Internet security and networking issues •...",Hong Kong,,,,Security/Network /System Engineer/Support/Helpdesk/Operator/BA/Project Trainee
3,SynoCode Group Limited,Hong Kong,"The whole Business-intelligence process will be experienced, include data extraction, data modelling, reporting, predictive, analysis etc....","Quarry Bay, Hong Kong Island",,,,Data Analysts
